Site,Week_End,Pathogen_Target,Site_WVAL,Site_WVAL_Category,State/Territory,Population_Served
ID:419,2024-03-02,Influenza A virus,4.23,Low,Illinois,1263110
ID:419,2024-03-09,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2024-03-16,Influenza A virus,2.39,Very Low,Illinois,1263110
ID:419,2024-03-23,Influenza A virus,2.63,Very Low,Illinois,1263110
ID:419,2024-03-30,Influenza A virus,1.7,Very Low,Illinois,1263110
ID:419,2024-04-06,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2024-04-13,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2024-04-20,Influenza A virus,2.4,Very Low,Illinois,1263110
ID:419,2024-04-27,Influenza A virus,1.3,Very Low,Illinois,1263110
ID:419,2024-05-04,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2024-05-11,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2024-05-18,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2024-05-25,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2024-06-01,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2024-06-08,Influenza A virus,1.29,Very Low,Illinois,1263110
ID:419,2024-06-15,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2024-06-22,Influenza A virus,1.6,Very Low,Illinois,1263110
ID:419,2024-06-29,Influenza A virus,1.86,Very Low,Illinois,1263110
ID:419,2024-07-06,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2024-07-13,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2024-07-20,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2024-07-27,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2024-08-03,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2024-08-10,Influenza A virus,1.3,Very Low,Illinois,1263110
ID:419,2024-08-17,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2024-08-24,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2024-08-31,Influenza A virus,1.3,Very Low,Illinois,1263110
ID:419,2024-09-07,Influenza A virus,1.44,Very Low,Illinois,1263110
ID:419,2024-09-14,Influenza A virus,1.43,Very Low,Illinois,1263110
ID:419,2024-09-21,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2024-09-28,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2024-10-05,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2024-10-12,Influenza A virus,1.46,Very Low,Illinois,1263110
ID:419,2024-10-19,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2024-10-26,Influenza A virus,1.48,Very Low,Illinois,1263110
ID:419,2024-11-02,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2024-11-09,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2024-11-16,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2024-11-23,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2024-11-30,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2024-12-07,Influenza A virus,3.68,Low,Illinois,1263110
ID:419,2024-12-14,Influenza A virus,5.8,Low,Illinois,1263110
ID:419,2024-12-21,Influenza A virus,50.17,Very High,Illinois,1263110
ID:419,2024-12-28,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2025-01-04,Influenza A virus,6.6,Moderate,Illinois,1263110
ID:419,2025-01-11,Influenza A virus,26.76,Very High,Illinois,1263110
ID:419,2025-01-18,Influenza A virus,23.53,Very High,Illinois,1263110
ID:419,2025-01-25,Influenza A virus,29.0,Very High,Illinois,1263110
ID:419,2025-02-01,Influenza A virus,26.6,Very High,Illinois,1263110
ID:419,2025-02-08,Influenza A virus,15.88,High,Illinois,1263110
ID:419,2025-02-15,Influenza A virus,15.31,High,Illinois,1263110
ID:419,2025-02-22,Influenza A virus,5.81,Low,Illinois,1263110
ID:419,2025-03-01,Influenza A virus,17.16,High,Illinois,1263110
ID:419,2025-03-08,Influenza A virus,5.6,Low,Illinois,1263110
ID:419,2025-03-15,Influenza A virus,5.75,Low,Illinois,1263110
ID:419,2025-03-22,Influenza A virus,4.22,Low,Illinois,1263110
ID:419,2025-03-29,Influenza A virus,2.27,Very Low,Illinois,1263110
ID:419,2025-04-05,Influenza A virus,10.55,Moderate,Illinois,1263110
ID:419,2025-04-12,Influenza A virus,6.46,Moderate,Illinois,1263110
ID:419,2025-04-19,Influenza A virus,9.86,Moderate,Illinois,1263110
ID:419,2025-04-26,Influenza A virus,47.93,Very High,Illinois,1263110
ID:419,2025-05-03,Influenza A virus,9.75,Moderate,Illinois,1263110
ID:419,2025-05-10,Influenza A virus,5.65,Low,Illinois,1263110
ID:419,2025-05-17,Influenza A virus,3.03,Low,Illinois,1263110
ID:419,2025-05-24,Influenza A virus,2.64,Very Low,Illinois,1263110
ID:419,2025-05-31,Influenza A virus,1.43,Very Low,Illinois,1263110
ID:419,2025-06-07,Influenza A virus,2.23,Very Low,Illinois,1263110
ID:419,2025-06-14,Influenza A virus,1.43,Very Low,Illinois,1263110
ID:419,2025-06-21,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2025-06-28,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2025-07-05,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2025-07-12,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2025-07-19,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2025-07-26,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2025-08-02,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2025-08-09,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2025-08-16,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2025-08-23,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2025-08-30,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2025-09-06,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2025-09-13,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2025-09-20,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2025-09-27,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2025-10-04,Influenza A virus,2.15,Very Low,Illinois,1263110
ID:419,2025-10-11,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2025-10-18,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2025-10-25,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2025-11-01,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2025-11-08,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2025-11-15,Influenza A virus,1.44,Very Low,Illinois,1263110
ID:419,2025-11-22,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2025-11-29,Influenza A virus,2.23,Very Low,Illinois,1263110
ID:419,2025-12-06,Influenza A virus,5.83,Low,Illinois,1263110
ID:419,2025-12-13,Influenza A virus,11.24,High,Illinois,1263110
ID:419,2025-12-20,Influenza A virus,18.73,Very High,Illinois,1263110
ID:419,2025-12-27,Influenza A virus,26.55,Very High,Illinois,1263110
ID:419,2026-01-03,Influenza A virus,18.28,Very High,Illinois,1263110
ID:419,2026-01-10,Influenza A virus,29.94,Very High,Illinois,1263110
ID:419,2026-01-17,Influenza A virus,2.93,Low,Illinois,1263110
ID:419,2026-01-24,Influenza A virus,7.59,Moderate,Illinois,1263110
ID:419,2026-01-31,Influenza A virus,6.16,Low,Illinois,1263110
ID:419,2026-02-07,Influenza A virus,5.94,Low,Illinois,1263110
ID:419,2026-02-14,Influenza A virus,4.86,Low,Illinois,1263110
ID:419,2026-02-21,Influenza A virus,8.15,Moderate,Illinois,1263110
ID:419,2026-02-28,Influenza A virus,5.39,Low,Illinois,1263110
ID:419,2026-03-07,Influenza A virus,9.99,Moderate,Illinois,1263110
ID:419,2026-03-14,Influenza A virus,1.66,Very Low,Illinois,1263110
ID:419,2026-03-21,Influenza A virus,3.45,Low,Illinois,1263110
ID:419,2026-03-28,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2026-04-04,Influenza A virus,1.56,Very Low,Illinois,1263110
ID:419,2026-04-11,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2026-04-18,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2026-04-25,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2026-05-02,Influenza A virus,1.59,Very Low,Illinois,1263110
ID:419,2026-05-09,Influenza A virus,3.35,Low,Illinois,1263110
ID:419,2026-05-16,Influenza A virus,1.7,Very Low,Illinois,1263110
ID:419,2026-05-23,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2026-05-30,Influenza A virus,1.57,Very Low,Illinois,1263110
ID:419,2026-06-06,Influenza A virus,2.53,Very Low,Illinois,1263110
ID:419,2026-06-13,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2026-06-20,Influenza A virus,1.72,Very Low,Illinois,1263110
ID:419,2026-06-27,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2026-07-04,Influenza A virus,1.67,Very Low,Illinois,1263110
ID:419,2026-07-11,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:419,2026-07-18,Influenza A virus,1.0,Very Low,Illinois,1263110
ID:423,2022-10-08,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2022-10-15,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2022-10-22,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2022-10-29,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2022-11-05,Influenza A virus,4.03,Low,Illinois,1127737
ID:423,2022-11-12,Influenza A virus,11.73,High,Illinois,1127737
ID:423,2022-11-19,Influenza A virus,14.4,High,Illinois,1127737
ID:423,2022-11-26,Influenza A virus,26.6,Very High,Illinois,1127737
ID:423,2022-12-03,Influenza A virus,55.42,Very High,Illinois,1127737
ID:423,2022-12-10,Influenza A virus,46.29,Very High,Illinois,1127737
ID:423,2022-12-17,Influenza A virus,17.15,High,Illinois,1127737
ID:423,2022-12-24,Influenza A virus,11.62,High,Illinois,1127737
ID:423,2022-12-31,Influenza A virus,3.28,Low,Illinois,1127737
ID:423,2023-01-07,Influenza A virus,5.34,Low,Illinois,1127737
ID:423,2023-01-14,Influenza A virus,2.1,Very Low,Illinois,1127737
ID:423,2023-01-21,Influenza A virus,2.1,Very Low,Illinois,1127737
ID:423,2023-01-28,Influenza A virus,1.39,Very Low,Illinois,1127737
ID:423,2023-02-04,Influenza A virus,4.46,Low,Illinois,1127737
ID:423,2023-02-11,Influenza A virus,3.33,Low,Illinois,1127737
ID:423,2023-02-18,Influenza A virus,2.47,Very Low,Illinois,1127737
ID:423,2023-02-25,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2023-03-04,Influenza A virus,2.18,Very Low,Illinois,1127737
ID:423,2023-03-11,Influenza A virus,1.36,Very Low,Illinois,1127737
ID:423,2023-03-18,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2023-03-25,Influenza A virus,2.1,Very Low,Illinois,1127737
ID:423,2023-04-01,Influenza A virus,1.36,Very Low,Illinois,1127737
ID:423,2023-04-08,Influenza A virus,3.65,Low,Illinois,1127737
ID:423,2023-04-15,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2023-04-22,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2023-04-29,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2023-05-06,Influenza A virus,1.36,Very Low,Illinois,1127737
ID:423,2023-05-13,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2023-05-20,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2023-05-27,Influenza A virus,1.78,Very Low,Illinois,1127737
ID:423,2023-06-03,Influenza A virus,1.38,Very Low,Illinois,1127737
ID:423,2023-06-10,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2023-06-17,Influenza A virus,1.38,Very Low,Illinois,1127737
ID:423,2023-06-24,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2023-07-01,Influenza A virus,1.38,Very Low,Illinois,1127737
ID:423,2023-07-08,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2023-07-15,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2023-07-22,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2023-07-29,Influenza A virus,1.36,Very Low,Illinois,1127737
ID:423,2023-08-05,Influenza A virus,1.72,Very Low,Illinois,1127737
ID:423,2023-08-12,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2023-08-19,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2023-08-26,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2023-09-02,Influenza A virus,2.96,Low,Illinois,1127737
ID:423,2023-09-09,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2023-09-16,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2023-09-23,Influenza A virus,1.75,Very Low,Illinois,1127737
ID:423,2023-09-30,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2023-10-07,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2023-10-14,Influenza A virus,1.36,Very Low,Illinois,1127737
ID:423,2023-10-21,Influenza A virus,1.38,Very Low,Illinois,1127737
ID:423,2023-10-28,Influenza A virus,1.52,Very Low,Illinois,1127737
ID:423,2023-11-04,Influenza A virus,1.43,Very Low,Illinois,1127737
ID:423,2023-11-11,Influenza A virus,2.12,Very Low,Illinois,1127737
ID:423,2023-11-18,Influenza A virus,1.36,Very Low,Illinois,1127737
ID:423,2023-11-25,Influenza A virus,1.72,Very Low,Illinois,1127737
ID:423,2023-12-02,Influenza A virus,5.73,Low,Illinois,1127737
ID:423,2023-12-09,Influenza A virus,18.19,Very High,Illinois,1127737
ID:423,2023-12-16,Influenza A virus,5.74,Low,Illinois,1127737
ID:423,2023-12-23,Influenza A virus,3.25,Low,Illinois,1127737
ID:423,2023-12-30,Influenza A virus,10.51,Moderate,Illinois,1127737
ID:423,2024-01-06,Influenza A virus,12.36,High,Illinois,1127737
ID:423,2024-01-13,Influenza A virus,13.62,High,Illinois,1127737
ID:423,2024-01-20,Influenza A virus,3.76,Low,Illinois,1127737
ID:423,2024-01-27,Influenza A virus,5.19,Low,Illinois,1127737
ID:423,2024-02-03,Influenza A virus,1.36,Very Low,Illinois,1127737
ID:423,2024-02-10,Influenza A virus,1.39,Very Low,Illinois,1127737
ID:423,2024-02-17,Influenza A virus,4.77,Low,Illinois,1127737
ID:423,2024-02-24,Influenza A virus,2.12,Very Low,Illinois,1127737
ID:423,2024-03-02,Influenza A virus,3.36,Low,Illinois,1127737
ID:423,2024-03-09,Influenza A virus,1.72,Very Low,Illinois,1127737
ID:423,2024-03-16,Influenza A virus,1.38,Very Low,Illinois,1127737
ID:423,2024-03-23,Influenza A virus,2.49,Very Low,Illinois,1127737
ID:423,2024-03-30,Influenza A virus,2.16,Very Low,Illinois,1127737
ID:423,2024-04-06,Influenza A virus,1.58,Very Low,Illinois,1127737
ID:423,2024-04-13,Influenza A virus,2.5,Very Low,Illinois,1127737
ID:423,2024-04-20,Influenza A virus,1.39,Very Low,Illinois,1127737
ID:423,2024-04-27,Influenza A virus,1.36,Very Low,Illinois,1127737
ID:423,2024-05-04,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2024-05-11,Influenza A virus,2.18,Very Low,Illinois,1127737
ID:423,2024-05-18,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2024-05-25,Influenza A virus,1.62,Very Low,Illinois,1127737
ID:423,2024-06-01,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2024-06-08,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2024-06-15,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2024-06-22,Influenza A virus,3.29,Low,Illinois,1127737
ID:423,2024-06-29,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2024-07-06,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2024-07-13,Influenza A virus,1.38,Very Low,Illinois,1127737
ID:423,2024-07-20,Influenza A virus,1.36,Very Low,Illinois,1127737
ID:423,2024-07-27,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2024-08-03,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2024-08-10,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2024-08-17,Influenza A virus,2.81,Low,Illinois,1127737
ID:423,2024-08-24,Influenza A virus,1.78,Very Low,Illinois,1127737
ID:423,2024-08-31,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2024-09-07,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2024-09-14,Influenza A virus,1.56,Very Low,Illinois,1127737
ID:423,2024-09-21,Influenza A virus,1.54,Very Low,Illinois,1127737
ID:423,2024-09-28,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2024-10-05,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2024-10-12,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2024-10-19,Influenza A virus,1.65,Very Low,Illinois,1127737
ID:423,2024-10-26,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2024-11-02,Influenza A virus,1.54,Very Low,Illinois,1127737
ID:423,2024-11-09,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2024-11-16,Influenza A virus,5.94,Low,Illinois,1127737
ID:423,2024-11-23,Influenza A virus,1.67,Very Low,Illinois,1127737
ID:423,2024-11-30,Influenza A virus,2.68,Very Low,Illinois,1127737
ID:423,2024-12-07,Influenza A virus,5.2,Low,Illinois,1127737
ID:423,2024-12-14,Influenza A virus,7.56,Moderate,Illinois,1127737
ID:423,2024-12-21,Influenza A virus,3.26,Low,Illinois,1127737
ID:423,2024-12-28,Influenza A virus,14.12,High,Illinois,1127737
ID:423,2025-01-04,Influenza A virus,29.37,Very High,Illinois,1127737
ID:423,2025-01-11,Influenza A virus,17.16,High,Illinois,1127737
ID:423,2025-01-18,Influenza A virus,24.19,Very High,Illinois,1127737
ID:423,2025-01-25,Influenza A virus,28.7,Very High,Illinois,1127737
ID:423,2025-02-01,Influenza A virus,29.27,Very High,Illinois,1127737
ID:423,2025-02-08,Influenza A virus,8.02,Moderate,Illinois,1127737
ID:423,2025-02-15,Influenza A virus,25.23,Very High,Illinois,1127737
ID:423,2025-02-22,Influenza A virus,3.39,Low,Illinois,1127737
ID:423,2025-03-01,Influenza A virus,22.05,Very High,Illinois,1127737
ID:423,2025-03-08,Influenza A virus,8.92,Moderate,Illinois,1127737
ID:423,2025-03-15,Influenza A virus,3.22,Low,Illinois,1127737
ID:423,2025-03-22,Influenza A virus,3.81,Low,Illinois,1127737
ID:423,2025-03-29,Influenza A virus,1.58,Very Low,Illinois,1127737
ID:423,2025-04-05,Influenza A virus,3.41,Low,Illinois,1127737
ID:423,2025-04-12,Influenza A virus,4.09,Low,Illinois,1127737
ID:423,2025-04-19,Influenza A virus,3.2,Low,Illinois,1127737
ID:423,2025-04-26,Influenza A virus,4.35,Low,Illinois,1127737
ID:423,2025-05-03,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2025-05-10,Influenza A virus,9.28,Moderate,Illinois,1127737
ID:423,2025-05-17,Influenza A virus,2.17,Very Low,Illinois,1127737
ID:423,2025-05-24,Influenza A virus,5.02,Low,Illinois,1127737
ID:423,2025-05-31,Influenza A virus,2.19,Very Low,Illinois,1127737
ID:423,2025-06-07,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2025-06-14,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2025-06-21,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2025-06-28,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2025-07-05,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2025-07-12,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2025-07-19,Influenza A virus,1.54,Very Low,Illinois,1127737
ID:423,2025-07-26,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2025-08-02,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2025-08-09,Influenza A virus,2.21,Very Low,Illinois,1127737
ID:423,2025-08-16,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2025-08-23,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2025-08-30,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2025-09-06,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2025-09-13,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2025-09-20,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2025-09-27,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2025-10-04,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2025-10-11,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2025-10-18,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2025-10-25,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2025-11-01,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2025-11-08,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2025-11-15,Influenza A virus,2.57,Very Low,Illinois,1127737
ID:423,2025-11-22,Influenza A virus,7.56,Moderate,Illinois,1127737
ID:423,2025-11-29,Influenza A virus,2.64,Very Low,Illinois,1127737
ID:423,2025-12-06,Influenza A virus,6.02,Low,Illinois,1127737
ID:423,2025-12-13,Influenza A virus,7.77,Moderate,Illinois,1127737
ID:423,2025-12-20,Influenza A virus,10.29,Moderate,Illinois,1127737
ID:423,2025-12-27,Influenza A virus,7.43,Moderate,Illinois,1127737
ID:423,2026-01-03,Influenza A virus,31.49,Very High,Illinois,1127737
ID:423,2026-01-10,Influenza A virus,13.65,High,Illinois,1127737
ID:423,2026-01-17,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2026-01-24,Influenza A virus,3.7,Low,Illinois,1127737
ID:423,2026-01-31,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2026-02-07,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2026-02-14,Influenza A virus,2.66,Very Low,Illinois,1127737
ID:423,2026-02-21,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2026-02-28,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2026-03-07,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2026-03-14,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2026-03-21,Influenza A virus,2.8,Low,Illinois,1127737
ID:423,2026-03-28,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2026-04-04,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2026-04-11,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2026-04-18,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2026-04-25,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2026-05-02,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2026-05-09,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2026-05-16,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2026-05-23,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2026-05-30,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2026-06-06,Influenza A virus,1.77,Very Low,Illinois,1127737
ID:423,2026-06-13,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2026-06-20,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2026-06-27,Influenza A virus,1.95,Very Low,Illinois,1127737
ID:423,2026-07-04,Influenza A virus,1.92,Very Low,Illinois,1127737
ID:423,2026-07-11,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:423,2026-07-18,Influenza A virus,1.0,Very Low,Illinois,1127737
ID:97,2022-03-26,Influenza A virus,3.36,Low,California,484800
ID:97,2022-04-02,Influenza A virus,4.19,Low,California,484800
ID:97,2022-04-09,Influenza A virus,2.49,Very Low,California,484800
ID:97,2022-04-16,Influenza A virus,2.21,Very Low,California,484800
ID:97,2022-04-23,Influenza A virus,2.66,Very Low,California,484800
ID:97,2022-04-30,Influenza A virus,3.96,Low,California,484800
ID:97,2022-05-07,Influenza A virus,3.9,Low,California,484800
ID:97,2022-05-14,Influenza A virus,3.8,Low,California,484800
ID:97,2022-05-21,Influenza A virus,4.99,Low,California,484800
ID:97,2022-05-28,Influenza A virus,5.89,Low,California,484800
ID:97,2022-06-04,Influenza A virus,6.56,Moderate,California,484800
ID:97,2022-06-11,Influenza A virus,8.51,Moderate,California,484800
ID:97,2022-06-18,Influenza A virus,2.98,Low,California,484800
ID:97,2022-06-25,Influenza A virus,3.6,Low,California,484800
ID:97,2022-07-02,Influenza A virus,3.4,Low,California,484800
ID:97,2022-07-09,Influenza A virus,1.0,Very Low,California,484800
ID:97,2022-07-16,Influenza A virus,2.09,Very Low,California,484800
ID:97,2022-07-23,Influenza A virus,2.25,Very Low,California,484800
ID:97,2022-07-30,Influenza A virus,1.0,Very Low,California,484800
ID:97,2022-08-06,Influenza A virus,1.0,Very Low,California,484800
ID:97,2022-08-13,Influenza A virus,1.47,Very Low,California,484800
ID:97,2022-08-20,Influenza A virus,2.22,Very Low,California,484800
ID:97,2022-08-27,Influenza A virus,1.0,Very Low,California,484800
ID:97,2022-09-03,Influenza A virus,1.0,Very Low,California,484800
ID:97,2022-09-10,Influenza A virus,1.0,Very Low,California,484800
ID:97,2022-09-17,Influenza A virus,1.29,Very Low,California,484800
ID:97,2022-09-24,Influenza A virus,2.6,Very Low,California,484800
ID:97,2022-10-01,Influenza A virus,1.0,Very Low,California,484800
ID:97,2022-10-08,Influenza A virus,2.83,Low,California,484800
ID:97,2022-10-15,Influenza A virus,3.4,Low,California,484800
ID:97,2022-10-22,Influenza A virus,1.94,Very Low,California,484800
ID:97,2022-10-29,Influenza A virus,4.1,Low,California,484800
ID:97,2022-11-05,Influenza A virus,7.41,Moderate,California,484800
ID:97,2022-11-12,Influenza A virus,12.95,High,California,484800
ID:97,2022-11-19,Influenza A virus,17.97,Very High,California,484800
ID:97,2022-11-26,Influenza A virus,15.21,High,California,484800
ID:97,2022-12-03,Influenza A virus,24.19,Very High,California,484800
ID:97,2022-12-10,Influenza A virus,28.03,Very High,California,484800
ID:97,2022-12-17,Influenza A virus,36.43,Very High,California,484800
ID:97,2022-12-24,Influenza A virus,35.59,Very High,California,484800
ID:97,2022-12-31,Influenza A virus,22.63,Very High,California,487300
ID:97,2023-01-07,Influenza A virus,7.99,Moderate,California,487300
ID:97,2023-01-14,Influenza A virus,7.03,Moderate,California,487300
ID:97,2023-01-21,Influenza A virus,4.94,Low,California,487300
ID:97,2023-01-28,Influenza A virus,2.4,Very Low,California,487300
ID:97,2023-02-04,Influenza A virus,3.19,Low,California,487300
ID:97,2023-02-11,Influenza A virus,2.85,Low,California,487300
ID:97,2023-02-18,Influenza A virus,1.89,Very Low,California,487300
ID:97,2023-02-25,Influenza A virus,2.9,Low,California,487300
ID:97,2023-03-04,Influenza A virus,2.35,Very Low,California,487300
ID:97,2023-03-11,Influenza A virus,1.38,Very Low,California,487300
ID:97,2023-03-18,Influenza A virus,3.64,Low,California,487300
ID:97,2023-03-25,Influenza A virus,2.37,Very Low,California,487300
ID:97,2023-04-01,Influenza A virus,2.41,Very Low,California,487300
ID:97,2023-04-08,Influenza A virus,1.45,Very Low,California,487300
